emp_no,first_name,last_name,title,from_date,salary,rn
456015,Wuxu,Narlikar,Engineer,1998-03-19,40000,1
456030,Yechezkel,Smeets,Senior Engineer,1985-09-05,52756,1
456036,Hitofumi,Swist,Engineer,1986-12-30,40000,1
456053,Eldridge,Buescher,Engineer,1986-08-20,55263,1
456063,Jayesh,Bolotov,Senior Staff,1988-12-14,44080,1
456066,Howell,Chenney,Engineer,1994-10-28,45576,1
456071,Harngdar,Zaccaria,Staff,1995-02-23,40000,1
456078,Christoper,Ranka,Engineer,1996-10-28,54131,1
456079,Ayakannu,Kalefeld,Senior Staff,1987-03-24,85966,1
456089,Huican,Kamber,Assistant Engineer,1991-12-07,42693,1
456093,Flemming,Ramaiah,Engineer,1989-02-16,40000,1
456100,Monique,Lalonde,Staff,1993-03-20,55274,1
456101,Masako,Krone,Engineer,1986-05-08,40000,1
456111,Vincent,Legleitner,Senior Staff,1993-12-20,47439,1
456133,Aleksander,Ullian,Senior Staff,1988-09-05,77469,1
456144,Naraig,Hennings,Senior Staff,1988-06-10,77219,1
456149,Sigeru,Grospietsch,Engineer,2002-02-15,40000,1
456158,Jungsoon,Takanami,Senior Engineer,1988-08-22,40000,1
456161,Pranas,Lindenbaum,Senior Staff,1985-09-12,81171,1
456169,Kinh,Perl,Engineer,1997-07-20,43729,1
456174,Vojin,Raczkowsky,Senior Staff,1996-10-11,73149,1
456183,Adamantios,Bennis,Assistant Engineer,1988-07-09,40000,1
456204,Leif,Zschoche,Senior Staff,1997-06-02,66758,1
456205,Faiza,Botman,Engineer,1985-09-15,40585,1
456216,Kenroku,Beausoleil,Engineer,1985-06-28,81654,1
456227,Martina,Cappello,Engineer,1992-02-28,40000,1
456240,Lene,Ravishankar,Senior Engineer,1986-07-30,46553,1
456241,Rafael,Bolsens,Engineer,1989-09-19,40237,1
456258,Kristian,Anandan,Engineer,1999-09-18,46076,1
456281,Freyja,Trystram,Senior Staff,1994-05-27,54576,1
456286,Maria,Taubenfeld,Senior Staff,1986-12-15,102543,1
456294,Vishv,Shinomoto,Senior Engineer,1999-09-02,56394,1
456300,Demin,Chiodo,Senior Engineer,1999-06-16,55488,1
456317,Lucian,Beerel,Engineer,1993-07-25,45153,1
456326,Huican,Stentiford,Senior Staff,1986-12-31,50940,1
456350,Mooi,Suri,Engineer,1997-04-18,40364,1
456355,Weiyi,Picaronny,Technique Leader,1989-03-07,40000,1
456361,Bouchung,Georgatos,Engineer,1995-04-18,40000,1
456364,Lunjin,Tagansky,Engineer,1986-10-02,41275,1
456367,Yishai,Kleiser,Senior Staff,1986-09-18,49395,1
456369,Claude,Giveon,Senior Staff,1986-09-04,40000,1
456394,Nectarios,Bellone,Senior Staff,1988-03-08,67131,1
456405,Ung,Petereit,Engineer,1992-08-11,40000,1
456411,Masanao,Maraist,Senior Staff,1990-07-15,61967,1
456414,Leandro,Marshall,Engineer,1986-03-18,57624,1
456415,Dinkar,Tagansky,Senior Engineer,1992-10-09,48406,1
456416,Heeju,Lupu,Engineer,1992-06-06,40000,1
456429,Deborah,Stasinski,Senior Staff,1992-04-06,40000,1
456430,Sukumar,Picel,Senior Staff,1986-07-02,40000,1
456440,Kersti,Stassinopoulos,Engineer,1986-05-14,40000,1
456443,Moss,Merks,Senior Staff,1993-02-10,51008,1
456473,Baoqiu,Ciolek,Senior Staff,1986-12-12,75954,1
456480,Gritta,Lamma,Engineer,1988-09-28,40000,1
456487,Jouko,Dechter,Senior Staff,1996-01-17,68832,1
456521,Ebbe,Wynblatt,Senior Engineer,1985-06-26,40000,1
456525,Fox,Kading,Senior Staff,1986-12-10,56657,1
456532,Lijia,Penz,Senior Staff,1986-11-09,56968,1
456542,Odoardo,Hanabata,Engineer,1986-04-08,40000,1
456553,Aram,Gulla,Senior Staff,1985-04-25,61704,1
456556,Gay,Ghemri,Senior Staff,1993-10-17,57255,1
456562,Sanjai,Brodie,Senior Staff,1989-04-21,40000,1
456584,Paris,Talmon,Assistant Engineer,1986-07-28,40000,1
456601,Zeljko,Sanella,Staff,1999-10-09,69068,1
456603,Khun,Trystram,Engineer,1990-06-30,40000,1
456610,Erez,Ellozy,Engineer,1988-07-12,60943,1
456614,Djenana,Iisaku,Engineer,1988-08-30,47332,1
456620,Dekang,Avouris,Senior Engineer,1988-02-07,54509,1
456633,Paloma,Portugali,Senior Staff,1999-01-30,40000,1
456650,Vidar,Lindenbaum,Senior Engineer,2000-10-03,51950,1
456657,Frederique,Akaboshi,Staff,1995-04-07,86823,1
456659,Seongbae,Azuma,Engineer,1989-03-11,44209,1
456672,Jongsuk,Schaap,Engineer,1986-03-12,40000,1
456675,Adin,Sethi,Senior Staff,1993-04-26,40606,1
456677,Kien,Lieblein,Senior Staff,1992-04-27,71373,1
456683,Yishai,Qiwen,Engineer,1985-06-10,40000,1
456685,Gladys,Champarnaud,Staff,1996-03-25,53350,1
456688,Petter,Apsitis,Engineer,1999-09-13,40000,1
456692,Akeel,Polupanov,Engineer,1988-02-10,43335,1
456702,Zorica,Tomescu,Senior Staff,1988-06-12,41121,1
456718,Arumugam,Gurbaxani,Senior Staff,1988-01-25,48009,1
456719,Basem,Shumilov,Staff,1998-05-31,99039,1
456736,Anoosh,Pettit,Staff,1997-02-18,40000,1
456744,Maia,Chandrasekhar,Engineer,1991-12-31,40000,1
456745,Yishai,Ishibashi,Senior Staff,1996-02-10,40775,1
456751,Danai,Pfau,Senior Staff,1986-08-27,73090,1
456765,Duro,Kriebel,Senior Staff,1993-09-12,77079,1
456766,Odoardo,Kisuki,Engineer,1987-11-22,95186,1
456769,Kiam,Molenaar,Engineer,1988-10-24,62182,1
456774,Shaunak,Cappelli,Technique Leader,1999-08-31,40000,1
456783,Shaunak,Furudate,Senior Staff,1987-03-26,64337,1
456798,Barun,Krone,Senior Staff,1989-08-02,54408,1
456806,Filipp,Vingron,Engineer,1991-03-02,48876,1
456822,Aram,Siochi,Senior Staff,1994-04-27,40000,1
456827,Panayotis,Chiola,Assistant Engineer,1991-03-13,40988,1
456831,Houman,Brattka,Senior Staff,1994-04-12,68891,1
456838,Adin,Makrucki,Senior Engineer,1987-05-28,45731,1
456840,Lubomir,Papadias,Assistant Engineer,1988-09-12,70680,1
456851,Terresa,Cooman,Senior Engineer,1997-01-16,40000,1
456875,Kayoko,Gronowski,Staff,1998-04-11,72847,1
456876,Jinya,Puoti,Senior Staff,1988-08-17,59175,1
456905,Filipe,Tzvieli,Engineer,1987-05-30,40000,1
456913,Randy,Broder,Senior Staff,1985-03-09,63414,1
456919,Garnet,Homond,Engineer,1993-12-09,47065,1
456927,Kensei,Comellas,Senior Staff,1986-09-28,57983,1
456929,Torsten,Capobianchi,Senior Staff,1989-10-24,40000,1
456941,Jamaludin,Ishibashi,Senior Staff,1995-05-07,59355,1
456947,Tsutomu,Porotnikoff,Engineer,1993-08-24,40000,1
456954,Arunachalam,Restivo,Senior Staff,1993-11-21,62889,1
456959,Giordano,Figueira,Engineer,1985-04-27,57101,1
456970,Genta,Dehkordi,Staff,1994-12-16,48802,1
456989,Jinpo,Sooriamurthi,Senior Engineer,1998-08-14,40000,1
456990,Urs,Merks,Senior Engineer,1995-06-04,40000,1
457008,Subhrajyoti,Welham,Senior Staff,1986-06-25,48183,1
457014,Hidefumi,Swiss,Senior Staff,1987-12-03,55286,1
457015,Yoshinari,Biran,Senior Staff,1987-02-03,74238,1
457041,Stepehn,Demeyer,Senior Staff,1988-08-27,77787,1
457047,Duke,Snedden,Engineer,1992-12-14,54418,1
457051,Rosli,Bain,Senior Staff,1985-12-19,40000,1
457054,Pascal,Litecky,Senior Engineer,1997-04-11,40000,1
457062,Bilhanan,Lores,Senior Staff,1999-05-18,73892,1
457071,Gino,Herath,Assistant Engineer,1988-03-09,57278,1
457087,Spyrose,Demke,Staff,1993-03-17,40000,1
457089,Jacqueline,Lambe,Engineer,1994-01-06,40000,1
457092,Serif,Kriebel,Technique Leader,1987-05-29,57120,1
457103,Shaunak,Khasidashvili,Senior Staff,1999-02-01,40000,1
457113,Barry,Cummings,Senior Staff,1996-10-17,40000,1
457125,Leah,Krupka,Senior Staff,1992-11-03,81202,1
457126,Hongzue,Warwick,Senior Staff,1988-02-04,69110,1
457131,Visit,Herbst,Staff,1998-09-24,40000,1
457138,Stepehn,Baek,Engineer,2001-05-03,62673,1
457184,Akemi,Makrucki,Staff,1995-01-23,49802,1
457189,Alain,Schnabel,Senior Engineer,1986-12-06,40000,1
457191,Barun,Iacovou,Assistant Engineer,1999-03-24,40000,1
457196,Sanjiv,Chachaty,Senior Staff,1985-05-05,40000,1
457201,Bowen,Muhling,Engineer,1998-03-19,54338,1
457202,Uzi,Mersereau,Senior Staff,1986-02-21,52282,1
457206,Zhiguo,Nitta,Senior Engineer,1991-10-25,55443,1
457219,Sedat,Matheson,Senior Engineer,1987-01-28,48365,1
457225,Hironoby,Seuren,Senior Staff,1988-08-04,40000,1
457237,Mansur,Kalsbeek,Senior Engineer,1988-06-09,40000,1
457240,Masali,Kitsuregawa,Senior Staff,1991-12-22,52637,1
457248,Anyuan,Camurati,Senior Staff,1993-10-08,78732,1
457267,Dung,Androutsos,Engineer,1988-09-29,40000,1
457291,Charlene,Kitsuregawa,Senior Engineer,1995-06-10,40000,1
457295,Janalee,Rusterholz,Technique Leader,1992-05-25,62924,1
457299,Zito,Molenkamp,Assistant Engineer,1985-06-09,40000,1
457319,Tristan,Pews,Senior Staff,1993-09-02,40000,1
457360,Fumitaka,Rosar,Senior Staff,1994-04-16,78049,1
457372,Byong,Pettit,Senior Staff,1985-07-29,91391,1
457387,Nikolaus,Redmiles,Senior Staff,1988-09-04,100983,1
457392,Taisook,Terlouw,Engineer,1994-01-10,40000,1
457417,Hongzue,Kirkerud,Senior Engineer,1988-09-28,45678,1
457422,Dung,Fasbender,Staff,2001-12-17,50311,1
457441,Woody,Flexer,Engineer,1988-02-09,40000,1
457442,Lillian,Gilg,Senior Engineer,1999-01-10,45298,1
457443,Wonhee,Sethi,Senior Staff,1986-03-08,72913,1
457450,Jinya,Bael,Senior Staff,1995-11-18,40000,1
457457,Nahid,Moehrke,Senior Engineer,1988-04-27,74922,1
457461,Sachio,Chenoweth,Engineer,1987-05-30,41727,1
457473,Shaunak,Pollock,Engineer,1996-12-26,40000,1
457487,Padma,Valtorta,Senior Staff,1985-10-22,77916,1
457510,Christoper,Chachaty,Senior Staff,1993-06-05,40694,1
457541,Jovan,Furudate,Engineer,1995-01-24,40000,1
457548,Leszek,Lorho,Technique Leader,1992-12-10,40000,1
457550,Mingdong,Schlegelmilch,Staff,1997-01-13,75692,1
457564,Heather,Riefers,Senior Staff,1985-02-15,56287,1
457577,Adin,Rosay,Staff,1995-07-12,62037,1
457584,Sandeepan,Teitelbaum,Senior Staff,1986-10-14,48957,1
457591,Jaewoo,Imataki,Senior Engineer,1987-10-04,40000,1
457594,Ebru,Kermarrec,Senior Engineer,1994-03-28,48334,1
457597,Manton,Berstel,Engineer,1997-12-23,40404,1
457598,Marla,Vidya,Technique Leader,1999-12-09,80429,1
457601,Magdalena,Leuchs,Engineer,1985-09-26,40000,1
457606,Bodo,Janocha,Senior Staff,1991-12-28,67984,1
457612,Nimmagadda,Delaune,Staff,1997-02-11,74377,1
457627,Hiroyasu,Giaccio,Engineer,1986-07-10,57420,1
457636,Tokuyasu,Flexer,Senior Staff,1989-08-20,58503,1
457651,Hongzhu,Pauthner,Engineer,1985-08-13,40000,1
457652,Weiru,Alpay,Senior Staff,1985-07-30,51263,1
457667,Mahmut,Kumaresan,Senior Staff,1988-05-24,53700,1
457674,Niranjan,Lindenbaum,Senior Staff,1990-05-27,42168,1
457683,Janalee,Zultner,Senior Staff,1986-11-23,40000,1
457701,Sibyl,Miara,Senior Staff,1986-04-12,65738,1
457709,Somnath,Gewali,Engineer,1987-01-19,42106,1
457717,Jeong,Iwayama,Senior Engineer,1986-12-25,72551,1
457722,Arco,Alpay,Senior Engineer,1988-05-08,40000,1
457726,Jinpo,Lortz,Staff,1994-10-08,50237,1
457744,Zorica,Benaini,Staff,1986-04-12,40000,1
457759,Heng,Chorvat,Engineer,1985-08-29,40000,1
457770,Ute,Nitsch,Senior Staff,1986-04-13,48077,1
457799,Shakhar,Veccia,Senior Staff,1989-01-09,40000,1
457801,Abdulla,Antonakopoulos,Senior Staff,1987-08-01,56267,1
457811,Jiong,Rindone,Senior Engineer,1986-10-24,44571,1
457836,Yoshinari,Veeraraghavan,Engineer,1990-07-10,51862,1
457842,Xianlong,Sidou,Senior Engineer,1993-08-08,40000,1
457846,Krisda,Alblas,Senior Staff,1989-09-10,77839,1
457849,Vugranam,Benveniste,Senior Staff,1985-08-05,48345,1
457852,Gor,Emmerich,Senior Staff,1986-08-03,44844,1
457853,Adib,Morrey,Engineer,1987-04-21,45544,1
457856,Sudharsan,Cusworth,Senior Staff,1996-11-30,46926,1
457859,Yaghout,Beausoleil,Engineer,1994-01-17,45298,1
457862,Masamitsu,Holburn,Engineer,1990-12-15,59540,1
457866,Eckart,Potthoff,Senior Engineer,1988-02-07,44279,1
457880,Chrisa,Segond,Senior Staff,1987-12-05,80205,1
457894,Augustine,Ranst,Engineer,1986-10-12,55020,1
457901,Weiye,Gluchowski,Senior Staff,1991-01-05,79568,1
457924,Sumali,Perin,Senior Staff,1986-08-09,44848,1
457925,Tianruo,Lund,Senior Staff,1994-10-22,53308,1
457943,Heng,Varley,Senior Engineer,1996-06-29,40050,1
457948,Fayez,Basagni,Senior Engineer,1998-07-02,48378,1
457964,Nigel,Zallocco,Engineer,1987-09-05,40000,1
457968,Seongbin,Wissmann,Senior Engineer,1991-04-01,52341,1
457970,Herb,Matteis,Technique Leader,1985-05-04,40000,1
457972,Stamatina,Luck,Engineer,1987-01-20,51270,1
457973,Shahid,Maksimenko,Senior Staff,1988-08-06,92653,1
457982,Arumugam,Vecchi,Technique Leader,1999-11-22,40000,1
457988,Wilmer,Spieker,Senior Engineer,1991-07-17,40222,1
457990,Taiji,Oaver,Senior Engineer,1989-03-27,60163,1
457995,Byong,Hiraishi,Senior Staff,1994-09-26,40000,1
458009,Rosine,Laventhal,Engineer,1986-11-25,77374,1
458015,Amalendu,Noriega,Engineer,1988-06-27,55796,1
458017,Sampalli,Pellegrinelli,Senior Staff,1987-02-01,55254,1
458026,Vesna,Veeraraghavan,Senior Staff,1986-01-16,47152,1
458032,Kiyokazu,Bultermann,Engineer,1987-06-27,64006,1
458034,Jacopo,Rodier,Senior Staff,1989-06-06,40000,1
458054,Yagil,Benaini,Senior Engineer,1995-09-18,40000,1
458056,Garnet,Pocchiola,Senior Staff,1986-01-03,44739,1
458058,Marjo,Klassen,Assistant Engineer,1988-06-25,42140,1
458063,Krassimir,Piazza,Senior Staff,1999-06-22,40787,1
458090,Teunis,Hofstetter,Engineer,1988-01-22,40000,1
458105,Zejun,Jonsson,Senior Engineer,1986-07-07,44581,1
458106,Odoardo,Saoudi,Senior Staff,1987-06-05,62327,1
458135,Navid,Olivero,Assistant Engineer,1989-11-16,40000,1
458147,Erzsebet,Ramsey,Senior Staff,1994-07-03,82713,1
458162,Pragnesh,Pearson,Technique Leader,1987-03-17,40000,1
458172,Taizo,Reistad,Engineer,1993-12-28,40000,1
458196,Brendon,Llado,Technique Leader,1987-12-16,51265,1
458199,Yuguang,Isard,Senior Engineer,1986-11-17,40000,1
458203,Monique,Fargier,Engineer,1991-06-22,53352,1
458217,Sashi,Worfolk,Senior Staff,1987-07-16,47150,1
458222,Djenana,Kavvadias,Senior Staff,1986-12-24,72125,1
458228,Fen,Kalloufi,Technique Leader,1986-05-16,52323,1
458236,Tadahiko,Kumaresan,Engineer,1988-02-03,65373,1
458238,Barton,Baumann,Engineer,1986-06-02,40000,1
458252,Aimee,Lorys,Staff,1996-03-22,40000,1
458257,Kayoko,Sabnani,Engineer,1986-12-10,40000,1
458259,Kristina,Malinowski,Engineer,1994-12-06,40000,1
458266,Shahid,Badache,Senior Staff,1992-01-22,65009,1
458286,Bokyung,Doering,Engineer,1992-02-07,61856,1
458297,Youssef,Ranst,Senior Staff,1994-03-01,40000,1
458300,Dharmaraja,Gischer,Engineer,1986-03-13,49275,1
458321,Mahmut,Orlowski,Engineer,1995-12-19,40000,1
458326,Christfried,Penttonen,Engineer,1996-06-10,40000,1
458356,Mari,Stenning,Senior Engineer,1988-09-11,41092,1
458377,Hidekazu,Lieblein,Engineer,1989-11-15,42154,1
458384,Rutger,Bashian,Staff,1997-05-10,44427,1
458398,Macha,Farris,Assistant Engineer,1988-08-22,40000,1
458404,Mandell,Fabrizio,Engineer,1988-06-29,40000,1
458412,Gilbert,Pearson,Senior Staff,1987-07-17,91777,1
458416,Lucian,Krybus,Engineer,1985-07-16,40000,1
458419,Munir,Avouris,Engineer,1988-05-23,40000,1
458441,Jovan,Ebeling,Engineer,1995-09-07,40000,1
458452,Mamdouh,Suwa,Senior Staff,1988-09-25,71938,1
458463,Ronghao,Kavraki,Engineer,1985-08-07,40605,1
458465,Peternela,Shimshoni,Senior Engineer,1999-06-04,60936,1
458474,Rosalie,Pashtan,Technique Leader,1999-12-19,40000,1
458479,Arto,Schwaller,Technique Leader,1999-12-13,40000,1
458480,Christ,Ritzmann,Technique Leader,1987-04-22,50927,1
458494,Sukumar,Jeong,Senior Staff,1986-02-02,40000,1
458495,Ayonca,Bardell,Senior Staff,1988-12-18,72301,1
458498,Jayson,Rahimi,Senior Staff,1990-04-20,40000,1
458525,Amstein,Angiulli,Senior Staff,1985-12-07,58254,1
458528,Danco,Famili,Senior Staff,1989-02-06,57911,1
458532,Limsoon,Ossenbruggen,Technique Leader,1989-11-02,40000,1
458535,Shaowei,Krohm,Senior Staff,1990-04-24,88455,1
458538,Zissis,Prenel,Senior Staff,1993-07-30,40000,1
458550,Geoffry,Setlzner,Senior Staff,1986-11-24,44312,1
458561,Percy,Glowinski,Staff,1990-02-02,61132,1
458564,Shmuel,Portugali,Staff,1998-07-16,61884,1
458570,Utpal,Snyers,Engineer,2000-07-23,63396,1
458571,Siamak,Gargeya,Senior Staff,1986-05-01,54568,1
458596,Diederik,Lubachevsky,Engineer,1987-06-01,51651,1
458597,Valeri,Feldmann,Senior Staff,1987-01-17,58981,1
458612,Zsolt,Suppi,Staff,1996-01-03,59651,1
458615,Paraskevi,Aingworth,Engineer,2001-12-30,40000,1
458621,JoAnna,Luks,Senior Staff,1990-03-06,49163,1
458653,Stabislas,Haddadi,Engineer,1997-09-21,59211,1
458663,Zongyan,Itschner,Engineer,1988-09-15,52524,1
458664,Oldrich,Syang,Staff,1987-11-04,52281,1
458665,Xiaopeng,Chepyzhov,Senior Engineer,1985-02-16,53776,1
458676,Sanjiv,Anandan,Senior Engineer,1995-07-15,40000,1
458677,Susanne,Stroustrup,Engineer,1988-03-11,54863,1
458688,Munehiro,Hopewell,Senior Staff,1991-08-13,53127,1
458690,Yagil,Osgood,Assistant Engineer,1999-03-30,40000,1
458695,Dmitry,Schreiter,Staff,1992-09-16,74915,1
458700,Frazer,Cannard,Engineer,1985-11-13,49677,1
458710,Uwe,Willoner,Engineer,1988-06-15,40000,1
458712,Bingning,Miake,Senior Engineer,1992-12-29,49997,1
458739,Jacqueline,Lienhardt,Engineer,1987-07-24,60864,1
458742,Fay,Ranze,Engineer,1988-05-03,46549,1
458752,Dzung,Ernst,Senior Engineer,1989-07-14,73465,1
458756,Jagoda,Georg,Senior Staff,1997-11-26,68282,1
458766,Xiong,Benzmuller,Staff,1997-09-17,47602,1
458768,Rosella,Danner,Senior Staff,1985-11-29,45668,1
458787,Katsuyuki,Brandsma,Staff,1987-04-19,69287,1
458798,Persi,Rotem,Engineer,1992-06-17,40000,1
458830,Denny,Murillo,Technique Leader,1996-08-10,40323,1
458840,Martien,Pashtan,Senior Staff,1989-09-11,40000,1
458841,Youpyo,Paciorek,Engineer,1987-01-02,54960,1
458845,Arunas,Erdmenger,Engineer,1993-04-08,52132,1
458847,Xiping,Trystram,Senior Engineer,1988-06-02,54168,1
458851,Larisa,Monarch,Senior Staff,1990-04-15,81961,1
458868,Xudong,Olano,Engineer,1991-09-12,61484,1
458870,Kokou,Raoux,Engineer,1995-12-02,65217,1
458875,Hatim,Vesna,Engineer,1986-12-14,40000,1
458887,Ioana,Halloran,Senior Staff,1985-08-26,44982,1
458888,Mechthild,Bratten,Senior Engineer,1988-07-10,41613,1
458891,Kiam,Bala,Senior Engineer,1992-03-20,48321,1
458904,Yuichiro,Ariola,Staff,2000-06-05,73630,1
458905,Mingzeng,Kusakabe,Senior Staff,1995-07-16,40000,1
458909,Gunilla,Pluym,Engineer,1997-11-10,40000,1
458914,Arch,McAffer,Engineer,1990-11-24,51080,1
458922,Anneli,Demir,Engineer,1992-04-25,45817,1
458931,Guiseppe,Fujisaki,Senior Staff,1986-12-22,40000,1
458936,Jacqueline,Siksek,Senior Staff,1990-06-25,62753,1
458941,Tru,Vingron,Senior Staff,1987-12-07,41788,1
458948,Mang,Boissier,Senior Staff,1987-05-17,58525,1
458957,Munenori,Szemeredi,Senior Engineer,1992-10-14,50166,1
458963,Mayuri,Krider,Engineer,1995-10-10,40000,1
458966,Billie,Ciolek,Engineer,1987-08-24,67776,1
458968,Turgut,Schwartzbauer,Senior Staff,1990-01-05,53738,1
458971,Atreye,Godskesen,Senior Staff,1985-02-17,52147,1
458972,Emdad,Nergos,Engineer,1992-09-04,47832,1
458987,Shushma,Prenel,Technique Leader,1993-06-12,40000,1
459016,Vatsa,Yoshizawa,Senior Staff,1986-02-01,51420,1
459018,Ziya,Shanbhogue,Engineer,1987-03-26,54427,1
459020,Shiv,Peha,Engineer,1994-10-04,40000,1
459026,Kazuhisa,Gyimothy,Senior Engineer,1986-10-10,40000,1
459031,Kazuhiro,Raoux,Senior Staff,1996-05-16,55137,1
459042,Lena,Hiyoshi,Engineer,1996-05-06,40000,1
459045,Phillip,Lunn,Senior Staff,1987-04-08,47302,1
459046,JoAnna,Comellas,Engineer,1988-10-02,40000,1
459056,Jeanne,Decleir,Senior Staff,1989-11-05,40000,1
459064,Danco,Isaac,Engineer,1987-10-12,46074,1
459069,Charmane,Geffroy,Engineer,1997-03-23,40000,1
459075,Barry,Chinen,Senior Staff,1985-11-01,43683,1
459083,Eishiro,Morton,Senior Engineer,1991-06-22,40067,1
459085,Freyja,Pearson,Senior Staff,1996-07-23,57111,1
459100,Mohammad,Thibadeau,Engineer,1988-07-28,43551,1
459116,Souichi,Lund,Engineer,1995-09-06,52002,1
459127,Gill,Flanders,Engineer,1991-05-22,62887,1
459154,Odoardo,Garigliano,Engineer,1986-01-26,44998,1
459158,Naftali,Anger,Senior Staff,1997-07-31,79635,1
459164,Nimmagadda,Landherr,Engineer,1988-02-17,58277,1
459173,Lein,Basawa,Senior Staff,1987-10-31,66700,1
459177,Duangkaew,Velardi,Engineer,1992-05-09,74496,1
459178,Tiina,Prampolini,Technique Leader,1988-11-28,64366,1
459189,Marsja,Thebaut,Engineer,1988-08-19,52072,1
459225,Saniya,Baaleh,Senior Staff,1985-04-03,40000,1
459228,Kwun,Reinhard,Engineer,1989-06-16,40000,1
459240,Randi,Henders,Senior Engineer,1987-07-20,40000,1
459247,Teunis,Aseltine,Senior Engineer,2000-11-11,40000,1
459248,Mingsen,Alblas,Staff,1999-09-02,40000,1
459262,Ger,Majewski,Engineer,1990-05-21,46595,1
459269,Akhilish,Baek,Technique Leader,1996-06-24,40000,1
459273,Genki,Oaver,Engineer,1986-04-24,63918,1
459278,Gill,Rosar,Engineer,1985-11-08,56266,1
459279,Serenella,Lampe,Senior Staff,1985-03-14,40000,1
459286,Oscar,Raczkowsky,Senior Engineer,1993-12-16,72502,1
459287,Premsyl,Ranta,Technique Leader,1988-10-23,49306,1
459307,Garnik,Pouyioutas,Technique Leader,1991-02-21,63398,1
459332,Krassimir,Luan,Staff,1986-05-04,63351,1
459339,Khalil,Henseler,Senior Staff,2001-03-16,74534,1
459342,Niclas,Vidal,Senior Staff,1988-04-18,68473,1
459347,Martijn,Baca,Senior Staff,1991-10-10,75505,1
459351,Zorica,Jeansoulin,Senior Engineer,1986-07-05,47739,1
459363,Adam,Walston,Senior Engineer,1988-02-04,40000,1
459365,Udo,Preusig,Engineer,1987-07-04,40000,1
459397,Kersti,Simmen,Engineer,1989-06-26,51976,1
459409,DeForest,Szilard,Senior Engineer,1989-03-20,57066,1
459416,Niclas,Joslin,Engineer,1994-02-18,40000,1
459420,Shietung,Iisaku,Engineer,1987-01-16,50546,1
459450,Kersti,Sullins,Engineer,1988-05-23,63822,1
459456,Stepehn,Dahlbom,Engineer,1998-07-21,40000,1
459462,Dzung,Lortz,Engineer,1986-02-09,49986,1
459463,Akeel,Denis,Senior Staff,2001-10-27,75583,1
459467,Arunas,Bahl,Senior Staff,1985-04-22,51935,1
459469,Roselyn,Meriste,Staff,1985-05-17,40000,1
459470,Vishv,Heiserman,Senior Staff,1997-04-04,54384,1
459478,Danai,Vuskovic,Engineer,1986-09-25,75753,1
459483,Shmuel,Docker,Senior Staff,1997-05-21,69722,1
459489,Pascal,Comellas,Senior Engineer,1998-02-09,66186,1
459497,Phillip,Facello,Engineer,1985-06-10,68823,1
459514,Weiye,Pettit,Engineer,1992-03-18,54569,1
459531,Gian,Kawashimo,Assistant Engineer,1987-09-06,40594,1
459547,Pohua,Hardjono,Engineer,1991-09-16,40000,1
459551,Amalendu,Jervis,Senior Staff,1987-09-28,54867,1
459562,Lillian,Ferriere,Senior Staff,1987-07-19,43753,1
459572,Houman,Sewelson,Staff,1987-09-20,56904,1
459596,Constantino,Bernardinello,Senior Engineer,1985-05-13,51639,1
459609,Lenore,Peris,Senior Staff,1987-03-30,64007,1
459614,Eishiro,Bojadziev,Engineer,1996-03-04,62634,1
459617,Sangeeta,Pollacia,Senior Staff,1996-06-04,83712,1
459621,Kamran,Bottner,Engineer,1985-09-03,40000,1
459623,Marjo,Camarinopoulos,Senior Engineer,1986-11-18,56917,1
459625,Stella,Lammel,Senior Engineer,1987-05-31,48007,1
459633,Bilhanan,Poupard,Engineer,1985-06-02,59278,1
459635,Valeri,Gaughan,Senior Staff,1999-06-26,91884,1
459636,DAIDA,Bardell,Senior Staff,1988-09-04,45362,1
459639,Valery,Shumilov,Senior Engineer,1994-12-26,70357,1
459646,Uri,Rouquie,Staff,1998-05-26,82208,1
459650,Przemyslawa,Pepe,Senior Staff,1986-10-06,75474,1
